,name,latitude,longitude,bikes_available
452,St Clair Ave W / Gunns Rd,43.672079,-79.470171,6
453,Pape Ave / Gamble Ave,43.690237,-79.350119,12
454,Roehampton Ave / Mount Pleasant Rd,43.70942,-79.39139,0
455,Church St / Bloor St E,43.671389,-79.382919,7
456,200 Bloor St E,43.671561,-79.38117,10
457,Bloor St W / Balmuto St,43.669903,-79.387802,2
458,Moore Park,43.693256,-79.383238,1
459,Bloor St W / Pacific Ave,43.65412449999999,-79.4636388,1
460,Danforth Ave / Dewhurst Blvd,43.680207,-79.339243,1
461,Bloor St W / Brock Ave,43.6589882,-79.438715,4
462,Davenport Rd / Dovercourt Rd - SMART,43.6741219,-79.4352208,1
463,1 Market St - SMART,43.6469928,-79.3706665,1
464,Brick Works,43.683884,-79.36647,17
465,University Ave / Gerrard St W (WEST) - SMART,43.6578449,-79.3899265,10
466,University Ave / King St W - SMART,43.6477785,-79.3847928,8
467,Amroth Ave / Danforth Ave,43.6856128,-79.31168269999999,6
468,Summerhill Subway Station,43.681944,-79.390556,2
469,Highfield Rd / Gerrard St E,43.671771,-79.324961,11
470,Niagara St / Richmond St W,43.64534,-79.409597,2
471,Beaty Ave / Queen St W,43.6393107,-79.4408141,8
472,Blantyre Park,43.68306889999999,-79.279682,1
473,Queen St E / Rushbrooke Ave,43.6626628,-79.3323698,7
474,Donlands Subway Station,43.681114,-79.3373885,4
475,Lynn Williams St / East Liberty St - SMART,43.638925,-79.4168659,9
476,Eastwood Rd / Woodbine Ave - SMART,43.676216,-79.309395,4
477,Victoria St / Queen St E,43.652822,-79.378208,9
478,285 Victoria St,43.656633,-79.379625,12
479,Gerrard St E / Victoria Park Ave - SMART,43.686962,-79.286864,9
480,Kilgour Rd / Rumsey Rd,43.718039,-79.371914,0
481,Bay St / Scollard St,43.672152,-79.39018,1
482,Weston Rd / St Clair Ave W - SMART,43.673019,-79.467994,7
483,Sunnybrook Health Centre - L Wing,43.72268,-79.37644,0
484,Dundas St W / St Helen's Ave - SMART,43.6504218,-79.4407647,3
485,Yonge St / St Clair Ave,43.68850459999999,-79.3940052,6
486,Spadina Ave / Blue Jays Way,43.641705,-79.393295,10
487,Bloor St W / Riverside Dr,43.647663,-79.487583,5
488,Simcoe St / Dundas St W - SMART,43.6558557,-79.3894093,8
489,Sunnybrook Health Centre - S Wing,43.720998,-79.377456,0
490,Yonge St / Woburn Ave - SMART,43.72814640000001,-79.4032194,0
491,Simcoe St / Michael Sweet Ave,43.652327224103,-79.3882538196087,10
492,Queen St W / Dovercourt Rd,43.6438602,-79.4227573,8
493,Yonge St / Montgomery Ave - SMART,43.7093201,-79.3996301,2
494,Kings Mill Park,43.64920406876699,-79.49336334201408,10
495,University Ave / Richmond St W,43.6503935,-79.3860211,8
496,135 Queens Wharf Rd - SMART,43.6399714,-79.39940399999999,11
497,406 Oakwood Ave,43.68827060022711,-79.43937767081853,0
498,Granby St / Church St - SMART,43.6614605,-79.37894570000002,13
499,Lumsden Ave / Eastdale Ave,43.69413548199171,-79.30058718775287,2
500,Yonge St / Lawrence Ave,43.7254665,-79.40115449999999,1
501,Yonge St / Orchard View Blvd,43.7083577,-79.39886200000001,6
502,Hanna Ave / Liberty St,43.63840090000001,-79.4197107,14
503,Lower Don River Trail and Taylor Creek Trail,43.7027268,-79.33368089999999,13
504,St Columba Pl / St Clair Ave E,43.70567,-79.310554,10
505,Strachan Ave / Princes' Blvd,43.635,-79.4088888888889,18
506,King St E / River St,43.656784782853144,-79.35627385059036,5
507,Yonge St / Golfdale Rd,43.732016,-79.403637,0
508,909 Yonge St,43.67515255542865,-79.38849615969643,2
509,640 Bloor Street E,43.67468857448634,-79.36701962396272,4
510,York University (Glendon Campus) - SMART,43.727365488246306,-79.3814254607724,1
511,1303 Yonge St - SMART,43.6846177,-79.39245919999999,0
512,York University Station (South) - SMART,43.77345,-79.5002,3
513,Woodbine Subway Station,43.686442,-79.313404,5
514,Spadina Ave / Sussex Ave - SMART,43.66402799999999,-79.40297869999999,19
515,Simcoe St / Queen St W,43.65049,-79.3873,4
516,Bathurst St / Front St W,43.64134790000001,-79.4013882,25
517,Bay St / Harbour St (East),43.64215,-79.377,11
518,E Liberty St / Western Battery Rd,43.6392777,-79.4115736,17
519,King St W / Brant St,43.645102,-79.39744979999999,20
520,Bloor St W / Gladstone Ave - SMART,43.6602021,-79.4342726,7
521,High Park Blvd / Parkside Dr,43.644887,-79.45641169999999,9
522,20 Eaton Ave,43.680012,-79.34403250000001,1
523,Fort York Blvd / Garrison Rd,43.637381,-79.406112,13
524,Housey St / Dan Leckie Way,43.63811,-79.397877,26
525,1525 Dundas St W,43.64957,-79.432446,8
526,Bay St / Harbour St (West),43.64191,-79.378325,5
527,85 Lee Ave,43.6700692,-79.2971326,4
528,Mutual St / Shuter St (Arena Gardens),43.6559476,-79.37558829999999,16
529,Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,8
530,Heyworth Cres / Kingston Rd,43.6750806,-79.3068697,17
531,St Clair Ave W / Caledonia Rd,43.6754247,-79.4547813,8
532,Wellington St W / Stafford St,43.6409957,-79.40966630000001,7
533,111 Broadview Ave,43.6593483,-79.34993659999999,2
534,Christie St / Dupont St,43.67168,-79.421192,3
535,Richmond St E / Jarvis St Green P,43.652634,-79.374222,11
536,Bathurst St / Dundas St W,43.6519501,-79.4060978,2
537,Oak St / Sackville St,43.6613642,-79.3641171,6
538,24 Mountjoy Ave,43.6808774,-79.3304491,4
539,Colgate Ave / Carlaw Ave,43.6623658,-79.3413344,14
540,Felstead Ave/Gillard Ave (Monarch Park),43.6791345,-79.3263159,9
541,Lower Jarvis / The Esplanade,43.6478206,-79.3704721,9
542,Coronation Park (Martin Goodman Trail),43.635495,-79.40352209999999,16
543,101 Cedarvale Ave,43.6868681,-79.3110942,3
544,St Clair Ave W / Oakwood Ave,43.678177,-79.435364,4
545,Beltline Trail / Yonge St,43.6962302,-79.39504339999999,1
546,Shaw St / Essex St - SMART,43.667076,-79.425116,4
547,High Park Outdoor Pool,43.649217,-79.465319,0
548,St Clair Ave W / Robina Ave,43.68005,-79.43469,0
549,Joseph J Piccininni Community Centre,43.675648,-79.4527619,6
550,11 Spadina Rd,43.6677246,-79.4041365,3
551,Vanauley St / Queen St W - SMART,43.648437,-79.39838,10
552,Sherbourne St / Wellesley St E,43.6673,-79.374,15
553,Queen St W / Bay St (City Hall),43.6517925,-79.38269509999999,9
554,Queen St W / Roncesvalles Ave,43.6372958,-79.4423237,10
555,Havelock St / Dewson St,43.6554793,-79.4302462,4
556,St Clair West Subway Station - Heath Entrance,43.686352,-79.415894,0
557,Queen St W / Shaw St,43.6442457,-79.41610440000001,15
558,York University Station (North),43.7741,-79.5005,10
559,Spadina Rd / St.Clair Ave West,43.683979,-79.410657,0
560,Spadina Ave / Adelaide St W,43.6472019,-79.3953394,8
561,Cherry St / Mill St,43.6513927,-79.35794659999999,9
562,Jarvis St / Maitland Pl,43.6647688,-79.3772602,2
563,Temperance St / Bay St,43.6506,-79.381285,11
564,Cherry Beach Sports Field (55 Unwin Ave),43.6408346,-79.3429074,1
565,Randolph Ave / Perth Ave,43.6585504,-79.4497659,15
566,Wolseley St / Augusta Ave,43.6484201,-79.40051919999999,21
567,Lumsden Ave / Cedarvale Ave,43.693187,-79.314283,2
568,Niagara St / Portland St,43.6425791,-79.40011729999999,8
569,Church St / The Esplanade,43.6469251,-79.3733192,15
570,King St W / Portland St,43.644395,-79.40065430000001,8
571,Widmer St / King St W,43.6463574,-79.391206,7
572,Wellesley St E / Parliament St,43.6682342,-79.3702641,9
573,Yonge St / Macpherson Ave,43.6791876,-79.39071899999999,7
574,Davenport Rd / Bedford Rd,43.674446,-79.398331,6
575,Princes' Blvd / Nunavut Rd,43.6334636,-79.4143057,7
576,Exhibition GO Station,43.6352007,-79.4187711,0
577,265 Armadale Ave,43.6501644,-79.48296909999999,9
578,800 Fleet St,43.636804,-79.408832,17
579,St Joseph St / Bay St - SMART,43.6658804,-79.38761010000002,0
580,Victoria Park Ave / Kingston Rd,43.68035,-79.28357,12
581,Ontario St / Adelaide St E -SMART,43.6535052,-79.3667689,16
582,Highview Ave / Kennedy Rd,43.702418581463505,-79.2563167072858,5
583,Kingston Rd / Warden Ave,43.68824135931814,-79.27046628033244,7
584,Birchcliff Ave / Kingston Rd,43.691688,-79.265027,3
585,Kingston Rd / Glen Everest Rd,43.697490048103,-79.25655146462776,1
586,Birchmount Rd / Kingston Rd,43.69401297794256,-79.26257204548136,3
587,Pharmacy Ave / Danforth Ave,43.6929478,-79.28339980000001,3
588,Danforth Ave / Warden Ave,43.6950192,-79.27180659999999,6
589,Eglinton Ave W / Gilbert Ave,43.69263249999999,-79.4627536,2
590,Sharpe St / Park St (Sandown Park),43.7105975,-79.2541175,2
591,Eglinton Ave W / Prospect Cemetery,43.69415,-79.45782580000001,3
592,The Royal Ontario Museum (Bloor St Entrance),43.668500046272165,-79.3946235999697,3
593,Marlee Ave / York Beltline Trail,43.70163,-79.44099,2
594,Bert Robinson Park,43.688028,-79.460265,4
595,Rogers Rd / Prospect Cemetery,43.68323,-79.455765,2
596,Eglinton Ave W / Ennerdale Rd,43.69466,-79.45376999999999,3
597,Chester Subway Station,43.6784834,-79.3513564,3
598,Bloor St W / Old Mill Trl,43.65016869999999,-79.4963345,8
599,Wendover Rd / Bloor St W (Green P),43.6492,-79.50601999999999,14
600,Luttrell Ave / Danforth Ave,43.6897656,-79.2939525,5
601,1926 Lake Shore Blvd W,43.6357643,-79.4674917,22
602,Willingdon Blvd / Bloor St W (Green P),43.64839,-79.51008,6
603,36 Park Lawn Rd,43.62369169999999,-79.4838132,14
604,Howard Park Ave / Parkside Dr,43.648657,-79.458111,7
605,Ted Rogers Way / Bloor St E,43.671293,-79.380471,19
606,Walter Saunders Park,43.699327072589426,-79.4493630391668,5
607,Park Lawn Rd / Berry Rd,43.63560589999999,-79.4934616,12
608,Tobermory Dr / Finch Hydro Recreational Trail,43.7611741,-79.5114452,19
609,Driftwood Ave / Finch Hydro Trail,43.7603624,-79.5162777,18
610,Grand Avenue Park,43.62313,-79.4918,19
611,The Pond Rd / Shoreham Dr,43.772445,-79.511912,6
612,Berkeley St / Adelaide St E - SMART,43.653359,-79.365023,12
613,Kingston Rd / Ridgemoor Ave,43.70643614257429,-79.25104443353288,7
614,Moss Park,43.655972,-79.370638,13
615,519 Church St,43.666874,-79.381155,11
616,York St / Lake Shore Blvd W,43.641952,-79.380723,16
617,St. Andrew's Playground Park,43.646552,-79.399586,10
618,College St / Henry St ,43.6591529,-79.3947953,11
619,Emerson Ave / Bloor St W,43.659055,-79.440764,1
620,Sherbourne St / Isabella St,43.669576,-79.375961,18
621,Victoria Park Ave / Dawes Rd,43.706466,-79.29511,11
622,Roncesvalles Ave / Fermanagh Ave,43.646314469245205,-79.44879407014527,10
623,Tommy Thompson Park (Leslie Street Spit),43.65222662225532,-79.32295440954084,19
624,St. John's Rd / Dundas St W,43.66526761605873,-79.47502122887077,10
625,Albany Ave / Bloor St W,43.66554144421798,-79.41010317605742,6
626,Pioneer Village Subway Station,43.77649016265579,-79.5085364909097,7
627,Toronto Eaton Centre (Yonge St) - SMART,43.655431,-79.380653,8
628,Armoury St / Chestnut St,43.65351799690878,-79.38591063795928,4
629,Lake Shore Blvd W / Brow Dr,43.59119994025076,-79.54449133041076,14
630,25 Booth Ave,43.6544839,-79.34105699999999,11
631,Spadina Ave / Sullivan St,43.65082785552666,-79.39698099821702,8
632,St. Clair Ave W / Osler St,43.673843560032594,-79.46092618902435,2
633,Simcoe St / King St W,43.647508351306186,-79.38604436555764,5
634,Grenoble Dr / Gateway Blvd,43.71513211098082,-79.33413623320465,1
635,Grenoble Dr / Deauville Ln,43.71649675774656,-79.33089439933623,0
636,Grenoble Dr / Vendome Pl,43.715537998967406,-79.32811427663442,3
637,Thorncliffe Park Dr / Leaside Park Trail,43.70400405297843,-79.34807015078738,11
638,Ferrand Dr / Rochefort Dr,43.719632535237835,-79.33199950866776,2
639,165 McRae Dr,43.70656159598004,-79.36781965092621,4
640,75 Thorncliffe Park Dr,43.70518328279426,-79.34224729962946,7
641,Mt Pleasant Rd / Davisville Ave - SMART,43.70088225686968,-79.38736016665911,3
642,St Clair Ave W / Avenue Rd ,43.68688938028234,-79.40099513147447,2
643,HTO Park (Queens Quay W),43.63796,-79.387502,22
644,Nassau St / Bellevue Ave,43.65484215542248,-79.40351232494366,11
645,Huron St / Harbord St,43.6637,-79.400053,10
646,Ward St / Wallace Ave,43.662857,-79.44618,9
647,Starspray Ave / Lawrence Ave E,43.788319,-79.123505,6
648,The Well,43.643025055165865,-79.39430137761319,13
649,60 Carl Hall Rd - SMART,43.7482972,-79.47570569999999,3
650,HTO Park West,43.63737145931921,-79.38976958703309,29
651,Downsview Park Blvd / Keele St  - SMART,43.73673829262113,-79.48227195568086,19
652,Downsview Park Subway Station - SMART,43.753107,-79.479626,4
653,Keele St / Dovehouse Ave - SMART,43.7494501,-79.4869662,13
654,Exhibition GO (Atlantic Ave),43.637695491830144,-79.42023184193503,5
655,Queens Quay E / Lower Jarvis St ,43.64392767366328,-79.3687301736982,22
656,Dundas St W / Crawford St,43.649722,-79.416944,5
657,Phoebe St / Spadina Ave,43.650033,-79.396555,8
658,Lynn William St / Pirandello St ,43.639124514797004,-79.41423166721611,13
659,Bay St / Queens Quay W (Ferry Terminal),43.640978,-79.376785,6
660,College St / Huron St,43.658148,-79.398167,18
661,Ossington Ave / Bruce St,43.64570236705167,-79.41933192053696,9
662,Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,1
